,CINC
Next Earnings Announcement,2023-03-21 00:00:00
Growth Analysts,3.0
Growth 1yr Low Est,
Growth 1yr High Est,
Growth 1yr Consensus Est,
Growth 2yr Low Est,0.413953488372093
Growth 2yr High Est,-0.029126213592232997
Growth 2yr Consensus Est,0.19241363738993
Growth 5yr Low Est,0.413953488372093
Growth 5yr High Est,-0.029126213592232997
Growth 5yr Consensus Est,0.19241363738993
Growth 5yr Actual/Est,-0.3659895797071179
Growth 3yr Historic,0.0
