,Earnings Result,Actual,Estimate,Growth,Low Estimate,Low Growth Est,High Estimate,High Growth Est,Consensus Estimate,Actual/Estimate,A/E Growth,Consensus Growth Est
Year ending 12/2019,Neutral,0.26,,,0.25,,0.27,,0.26,0.26,,
Year ending 12/2020,Neutral,0.24,,-0.07692307692307698,0.25,0.0,0.3,0.11111111111111094,0.275,0.24,-0.07692307692307698,0.05555555555555547
Year ending 12/2021,Neutral,0.44,,0.8333333333333335,0.38,0.52,0.47,0.5666666666666667,0.425,0.44,0.8333333333333335,0.5433333333333333
Year ending 12/2022,Neutral,,0.43,0.0,0.42,0.10526315789473673,0.44,-0.06382978723404253,0.43,0.43,-0.022727272727272707,0.020716685330347095
Year ending 12/2023,Neutral,,0.6,0.0,0.51,0.2142857142857144,0.67,0.5227272727272727,0.6,0.6,0.39534883720930236,0.36850649350649356
