,APPF
Next Earnings Announcement,2023-02-27 00:00:00
Growth Analysts,5.0
Growth 1yr Low Est,2.571428571428571
Growth 1yr High Est,-0.75
Growth 1yr Consensus Est,0.9107142857142856
Growth 2yr Low Est,1.2257142857142855
Growth 2yr High Est,12.5
Growth 2yr Consensus Est,6.862857142857143
Growth 5yr Low Est,0.47858953872376686
Growth 5yr High Est,8.011444921316166
Growth 5yr Consensus Est,4.2450172300199664
Growth 5yr Actual/Est,-1.343408850026497
Growth 3yr Historic,0.5899244833068364
