,Earnings Result,Actual,Estimate,Growth,Low Estimate,Low Growth Est,High Estimate,High Growth Est,Consensus Estimate,Actual/Estimate,A/E Growth,Consensus Growth Est
Year ending 12/2019,Neutral,-8.03,,,-8.14,,-7.32,,-7.73,-8.03,,
Year ending 12/2020,Positive Surprise,5.04,,-1.6276463262764633,,0.0,,0.0,4.57,5.04,-1.6276463262764633,0.0
Year ending 12/2021,Negative Surprise,2.32,,-0.5396825396825398,,0.0,,0.0,2.58,2.32,-0.5396825396825398,0.0
Year ending 12/2022,Neutral,,-7.56,0.0,-8.07,-0.008599508599508643,-6.44,-0.1202185792349727,-7.56,-7.56,-4.258620689655173,-0.06440904391724067
Year ending 12/2023,Neutral,,-4.56,0.0,-8.78,0.08798017348203202,-0.48,-0.9254658385093167,-4.56,-4.56,-0.39682539682539686,-0.41874283251364236
