,HCM
Next Earnings Announcement,2023-02-28 00:00:00
Growth Analysts,7.0
Growth 1yr Low Est,2.285714285714286
Growth 1yr High Est,1.0
Growth 1yr Consensus Est,1.642857142857143
Growth 2yr Low Est,1.0357142857142858
Growth 2yr High Est,0.5595238095238095
Growth 2yr Consensus Est,0.7976190476190477
Growth 5yr Low Est,0.6904761904761906
Growth 5yr High Est,0.373015873015873
Growth 5yr Consensus Est,0.5317460317460317
Growth 5yr Actual/Est,0.29681853569105554
Growth 3yr Historic,0.3340277777777778
