,Earnings Result,Actual,Estimate,Growth,Low Estimate,Low Growth Est,High Estimate,High Growth Est,Consensus Estimate,Actual/Estimate,A/E Growth,Consensus Growth Est
Year ending 12/2019,Positive Surprise,1.74,,,,,,,1.64,1.74,,
Year ending 12/2020,Positive Surprise,1.76,,0.011494252873563315,,,,,1.64,1.76,0.011494252873563315,
Year ending 12/2021,Neutral,2.23,,0.2670454545454546,2.12,,2.15,,2.135,2.23,0.2670454545454546,
Year ending 12/2022,Neutral,,2.45,0.0,2.44,0.15094339622641506,2.45,0.13953488372093026,2.45,2.45,0.09865470852017943,0.14523913997367266
Year ending 12/2023,Neutral,,2.6,0.0,2.53,0.03688524590163933,2.66,0.08571428571428563,2.6,2.6,0.061224489795918435,0.06129976580796248
