,Earnings Result,Actual,Estimate,Growth,Low Estimate,Low Growth Est,High Estimate,High Growth Est,Consensus Estimate,Actual/Estimate,A/E Growth,Consensus Growth Est
Year ending 12/2019,Neutral,1.1,,,1.08,,1.24,,1.1600000000000001,1.1,,
Year ending 12/2020,Neutral,2.53,,1.2999999999999998,2.44,1.259259259259259,2.68,1.1612903225806455,2.56,2.53,1.2999999999999998,1.2102747909199523
Year ending 12/2021,Neutral,1.7,,-0.32806324110671936,1.7,-0.30327868852459017,1.83,-0.3171641791044776,1.7650000000000001,1.7,-0.32806324110671936,-0.3102214338145339
Year ending 12/2022,Neutral,,2.36,0.0,2.32,0.3647058823529412,2.4,0.3114754098360655,2.36,2.36,0.388235294117647,0.33809064609450334
Year ending 12/2023,Neutral,,2.54,0.0,2.36,0.01724137931034475,2.69,0.12083333333333335,2.54,2.54,0.07627118644067798,0.06903735632183905
