,Earnings Result,Actual,Estimate,Growth,Low Estimate,Low Growth Est,High Estimate,High Growth Est,Consensus Estimate,Actual/Estimate,A/E Growth,Consensus Growth Est
Year ending 12/2019,Neutral,-2.32,,,-2.43,,-2.43,,-2.43,-2.32,,
Year ending 12/2020,Negative Surprise,-1.57,,-0.3232758620689654,,0.0,,0.0,-1.28,-1.57,-0.3232758620689654,0.0
Year ending 12/2021,Positive Surprise,4.11,,-3.6178343949044587,,0.0,,0.0,3.35,4.11,-3.6178343949044587,0.0
Year ending 12/2022,Neutral,,9.23,0.0,9.03,-4.716049382716049,9.42,-4.876543209876543,9.23,9.23,1.2457420924574207,-4.796296296296296
Year ending 12/2023,Neutral,,5.17,0.0,4.67,-0.48283499446290146,5.68,-0.3970276008492569,5.17,5.17,-0.4398699891657638,-0.4399312976560792
