,Earnings Result,Actual,Estimate,Growth,Low Estimate,Low Growth Est,High Estimate,High Growth Est,Consensus Estimate,Actual/Estimate,A/E Growth,Consensus Growth Est
Year ending 12/2019,Neutral,1.24,,,1.19,,1.2,,1.1949999999999998,1.24,,
Year ending 12/2020,Positive Surprise,-0.42,,-1.3387096774193548,,0.0,,0.0,-0.57,-0.42,-1.3387096774193548,0.0
Year ending 12/2021,Positive Surprise,1.78,,-5.238095238095238,,0.0,,0.0,1.65,1.78,-5.238095238095238,0.0
Year ending 12/2022,Neutral,,1.97,0.0,1.9,0.596638655462185,2.02,0.6833333333333333,1.97,1.97,0.10674157303370779,0.6399859943977592
Year ending 12/2023,Neutral,,2.67,0.0,2.48,0.3052631578947369,2.85,0.4108910891089108,2.67,2.67,0.35532994923857864,0.35807712350182386
