,Earnings Result,Actual,Estimate,Growth,Low Estimate,Low Growth Est,High Estimate,High Growth Est,Consensus Estimate,Actual/Estimate,A/E Growth,Consensus Growth Est
Year ending 12/2021,Negative Surprise,-0.64,,,,,,,-0.23,-0.64,,
Year ending 12/2022,Neutral,,-0.77,0.0,-0.77,,-0.77,,-0.77,-0.77,0.203125,
Year ending 12/2023,Neutral,,-0.54,0.0,-0.75,-0.025974025974025983,-0.17,-0.7792207792207793,-0.54,-0.54,-0.2987012987012987,-0.4025974025974026
