,Earnings Result,Actual,Estimate,Growth,Low Estimate,Low Growth Est,High Estimate,High Growth Est,Consensus Estimate,Actual/Estimate,A/E Growth,Consensus Growth Est
Year ending 1/2020,Neutral,2.79,,,2.73,,2.81,,2.77,2.79,,
Year ending 1/2021,Neutral,4.05,,0.4516129032258063,3.92,0.4358974358974359,3.97,0.4128113879003559,3.9450000000000003,4.05,0.4516129032258063,0.4243544118988959
Year ending 1/2022,Neutral,5.07,,0.251851851851852,4.98,0.27040816326530615,5.13,0.2921914357682618,5.055,5.07,0.251851851851852,0.28129979951678397
Year ending 1/2023,Neutral,,6.6,0.0,6.56,0.3172690763052206,6.69,0.3040935672514622,6.6,6.6,0.30177514792899385,0.3106813217783414
Year ending 1/2024,Neutral,,7.35,0.0,6.29,-0.041158536585365835,7.99,0.1943198804185351,7.35,7.35,0.11363636363636354,0.07658067191658463
