,Earnings Result,Actual,Estimate,Growth,Low Estimate,Low Growth Est,High Estimate,High Growth Est,Consensus Estimate,Actual/Estimate,A/E Growth,Consensus Growth Est
Year ending 12/2019,Positive Surprise,0.3,,,,,,,0.24,0.3,,
Year ending 12/2020,Positive Surprise,0.07,,-0.7666666666666666,,,,,0.02,0.07,-0.7666666666666666,
Year ending 12/2021,Positive Surprise,0.34,,3.8571428571428568,,,,,0.31,0.34,3.8571428571428568,
Year ending 12/2022,Neutral,,0.52,0.0,0.5,,0.53,,0.52,0.52,0.5294117647058822,
Year ending 12/2023,Neutral,,0.74,0.0,0.7,0.3999999999999999,0.8,0.509433962264151,0.74,0.74,0.4230769230769229,0.4547169811320755
