,Earnings Result,Actual,Estimate,Growth,Low Estimate,Low Growth Est,High Estimate,High Growth Est,Consensus Estimate,Actual/Estimate,A/E Growth,Consensus Growth Est
Year ending 12/2019,Neutral,2.59,,,2.56,,2.57,,2.565,2.59,,
Year ending 12/2020,Neutral,2.3,,-0.11196911196911197,2.36,-0.07812500000000011,2.42,-0.05836575875486383,2.3899999999999997,2.3,-0.11196911196911197,-0.06824537937743197
Year ending 12/2021,Neutral,2.45,,0.0652173913043479,2.3,-0.025423728813559365,2.55,0.05371900826446274,2.425,2.45,0.0652173913043479,0.014147639725451688
Year ending 12/2022,Neutral,,3.75,0.0,3.73,0.6217391304347828,3.78,0.48235294117647065,3.75,3.75,0.5306122448979591,0.5520460358056267
Year ending 12/2023,Neutral,,4.1,0.0,4.0,0.07238605898123329,4.2,0.11111111111111116,4.1,4.1,0.09333333333333327,0.09174858504617223
