,Earnings Result,Actual,Estimate,Growth,Low Estimate,Low Growth Est,High Estimate,High Growth Est,Consensus Estimate,Actual/Estimate,A/E Growth,Consensus Growth Est
Year ending 12/2019,Positive Surprise,3.94,,,,,,,3.71,3.94,,
Year ending 12/2020,Positive Surprise,4.14,,0.050761421319796884,,,,,3.93,4.14,0.050761421319796884,
Year ending 12/2021,Negative Surprise,3.65,,-0.11835748792270528,,,,,4.07,3.65,-0.11835748792270528,
Year ending 12/2022,Neutral,,3.84,0.0,3.5,,4.04,,3.84,3.84,0.05205479452054784,
Year ending 12/2023,Neutral,,4.52,0.0,4.08,0.1657142857142857,5.0,0.2376237623762376,4.52,4.52,0.17708333333333326,0.20166902404526166
