,Earnings Result,Actual,Estimate,Growth,Low Estimate,Low Growth Est,High Estimate,High Growth Est,Consensus Estimate,Actual/Estimate,A/E Growth,Consensus Growth Est
Year ending 12/2019,Negative Surprise,-1.06,,,,,,,0.32,-1.06,,
Year ending 12/2020,Positive Surprise,0.14,,-1.1320754716981132,,,,,0.13,0.14,-1.1320754716981132,
Year ending 12/2021,Neutral,0.36,,1.5714285714285712,0.34,,0.36,,0.35,0.36,1.5714285714285712,
Year ending 12/2022,Neutral,,0.48,0.0,0.47,0.38235294117647034,0.5,0.38888888888888884,0.48,0.48,0.33333333333333326,0.3856209150326796
Year ending 12/2023,Neutral,,0.52,0.0,0.48,0.02127659574468077,0.61,0.21999999999999997,0.52,0.52,0.08333333333333348,0.12063829787234037
