,ASO
Next Earnings Announcement,2022-12-07 00:00:00
Growth Analysts,10.0
Growth 1yr Low Est,
Growth 1yr High Est,
Growth 1yr Consensus Est,
Growth 2yr Low Est,-0.18722786647314948
Growth 2yr High Est,0.1253333333333333
Growth 2yr Consensus Est,-0.030947266569908094
Growth 5yr Low Est,-0.18722786647314948
Growth 5yr High Est,0.1253333333333333
Growth 5yr Consensus Est,-0.030947266569908094
Growth 5yr Actual/Est,0.3308353162692356
Growth 3yr Historic,0.3281114012184508
