,Earnings Result,Actual,Estimate,Growth,Low Estimate,Low Growth Est,High Estimate,High Growth Est,Consensus Estimate,Actual/Estimate,A/E Growth,Consensus Growth Est
Year ending 12/2019,Positive Surprise,1.65,,,,,,,1.44,1.65,,
Year ending 12/2020,Neutral,6.95,,3.212121212121213,6.98,,7.81,,7.395,6.95,3.212121212121213,
Year ending 12/2021,Positive Surprise,7.89,,0.135251798561151,,0.0,,0.0,7.33,7.89,0.135251798561151,0.0
Year ending 12/2022,Neutral,,6.72,0.0,6.39,-0.08452722063037255,6.95,-0.11011523687580016,6.72,6.72,-0.14828897338403046,-0.09732122875308635
Year ending 12/2023,Neutral,,7.54,0.0,6.3,-0.014084507042253502,8.16,0.17410071942446037,7.54,7.54,0.12202380952380953,0.08000810619110343
