,Earnings Result,Actual,Estimate,Growth,Low Estimate,Low Growth Est,High Estimate,High Growth Est,Consensus Estimate,Actual/Estimate,A/E Growth,Consensus Growth Est
Year ending 12/2021,Positive Surprise,-0.06,,,,,,,-0.5,-0.06,,
Year ending 12/2022,Neutral,,-0.48,0.0,-0.59,,-0.28,,-0.48,-0.48,7.0,
Year ending 12/2023,Neutral,,-0.5,0.0,-0.7,0.18644067796610164,-0.36,0.2857142857142856,-0.5,-0.5,0.04166666666666674,0.23607748184019361
