,VSAT
Next Earnings Announcement,2023-02-02 00:00:00
Growth Analysts,5.0
Growth 1yr Low Est,13.823529411764705
Growth 1yr High Est,-0.8076923076923077
Growth 1yr Consensus Est,6.507918552036198
Growth 2yr Low Est,6.909780578898225
Growth 2yr High Est,-3.1038461538461535
Growth 2yr Consensus Est,1.9029672125260357
Growth 5yr Low Est,3.4548902894491125
Growth 5yr High Est,-1.5519230769230767
Growth 5yr Consensus Est,0.9514836062630179
Growth 5yr Actual/Est,inf
Growth 3yr Historic,inf
