,Earnings Result,Actual,Estimate,Growth,Low Estimate,Low Growth Est,High Estimate,High Growth Est,Consensus Estimate,Actual/Estimate,A/E Growth,Consensus Growth Est
Year ending 12/2019,Positive Surprise,8.97,,,,,,,8.13,8.97,,
Year ending 12/2020,Positive Surprise,5.71,,-0.3634336677814939,,,,,5.32,5.71,-0.3634336677814939,
Year ending 12/2021,Neutral,4.41,,-0.22767075306479856,3.54,,4.67,,4.105,4.41,-0.22767075306479856,
Year ending 12/2022,Neutral,,10.48,0.0,6.24,0.7627118644067796,13.33,1.8543897216274092,10.48,10.48,1.3764172335600908,1.3085507930170945
Year ending 12/2023,Neutral,,12.81,0.0,11.18,0.7916666666666665,14.65,0.09902475618904738,12.81,12.81,0.22232824427480913,0.44534571142785695
