,Earnings Result,Actual,Estimate,Growth,Low Estimate,Low Growth Est,High Estimate,High Growth Est,Consensus Estimate,Actual/Estimate,A/E Growth,Consensus Growth Est
Year ending 12/2019,Positive Surprise,0.54,,,,,,,0.47,0.54,,
Year ending 12/2020,Positive Surprise,0.16,,-0.7037037037037037,,,,,0.14,0.16,-0.7037037037037037,
Year ending 12/2021,Negative Surprise,-0.41,,-3.5625,,,,,-0.25,-0.41,-3.5625,
Year ending 12/2022,Neutral,,-0.15,0.0,-0.19,,-0.1,,-0.15,-0.15,-0.6341463414634146,
Year ending 12/2023,Neutral,,-0.08,0.0,-0.21,0.10526315789473673,-0.02,-0.8,-0.08,-0.08,-0.4666666666666667,-0.34736842105263166
