,Earnings Result,Actual,Estimate,Growth,Low Estimate,Low Growth Est,High Estimate,High Growth Est,Consensus Estimate,Actual/Estimate,A/E Growth,Consensus Growth Est
Year ending 12/2019,Neutral,3.2,,,3.07,,3.55,,3.3099999999999996,3.2,,
Year ending 12/2020,Positive Surprise,3.1,,-0.03125,,0.0,,0.0,2.1,3.1,-0.03125,0.0
Year ending 12/2021,Positive Surprise,2.37,,-0.23548387096774193,,0.0,,0.0,1.98,2.37,-0.23548387096774193,0.0
Year ending 12/2022,Neutral,,2.53,0.0,2.4,-0.21824104234527686,2.75,-0.22535211267605626,2.53,2.53,0.06751054852320659,-0.22179657751066656
Year ending 12/2023,Neutral,,3.13,0.0,2.9,0.20833333333333326,3.5,0.2727272727272727,3.13,3.13,0.23715415019762842,0.24053030303030298
