,NN
Next Earnings Announcement,2023-03-22 00:00:00
Growth Analysts,2.0
Growth 1yr Low Est,
Growth 1yr High Est,
Growth 1yr Consensus Est,
Growth 2yr Low Est,1.0666666666666669
Growth 2yr High Est,-0.18604651162790697
Growth 2yr Consensus Est,0.44031007751937995
Growth 5yr Low Est,1.0666666666666669
Growth 5yr High Est,-0.18604651162790697
Growth 5yr Consensus Est,0.44031007751937995
Growth 5yr Actual/Est,-0.2400378225043901
Growth 3yr Historic,0.0
