,Earnings Result,Actual,Estimate,Growth,Low Estimate,Low Growth Est,High Estimate,High Growth Est,Consensus Estimate,Actual/Estimate,A/E Growth,Consensus Growth Est
Year ending 12/2019,Neutral,21.21,,,20.2,,20.6,,20.4,21.21,,
Year ending 12/2020,Neutral,23.65,,0.11504007543611494,22.55,0.11633663366336644,23.06,0.1194174757281552,22.805,23.65,0.11504007543611494,0.11787705469576082
Year ending 12/2021,Neutral,25.63,,0.08372093023255811,25.4,0.12638580931263843,26.25,0.13833477883781442,25.825,25.63,0.08372093023255811,0.13236029407522643
Year ending 12/2022,Neutral,,24.64,0.0,24.5,-0.03543307086614167,24.95,-0.049523809523809526,24.64,24.64,-0.03862660944205998,-0.0424784401949756
Year ending 12/2023,Neutral,,22.61,0.0,20.75,-0.15306122448979587,27.15,0.08817635270541069,22.61,22.61,-0.08238636363636365,-0.03244243589219259
