,Earnings Result,Actual,Estimate,Growth,Low Estimate,Low Growth Est,High Estimate,High Growth Est,Consensus Estimate,Actual/Estimate,A/E Growth,Consensus Growth Est
Year ending 3/2021,Negative Surprise,-8.26,,,,,,,-1.97,-8.26,,
Year ending 3/2023,Neutral,,-3.65,0.0,-4.05,,-3.26,,-3.65,-3.65,-0.5581113801452784,
