,Earnings Result,Actual,Estimate,Growth,Low Estimate,Low Growth Est,High Estimate,High Growth Est,Consensus Estimate,Actual/Estimate,A/E Growth,Consensus Growth Est
Year ending 6/2021,Positive Surprise,-0.56,,,,,,,-0.69,-0.56,,
Year ending 6/2022,Positive Surprise,-0.12,,-0.7857142857142858,,,,,-0.16,-0.12,-0.7857142857142858,
Year ending 6/2023,Neutral,,-0.04,0.0,-0.07,,-0.02,,-0.04,-0.04,-0.6666666666666666,
Year ending 6/2024,Neutral,,0.05,0.0,-0.01,-0.8571428571428572,0.16,-9.0,0.05,0.05,-2.25,-4.928571428571429
