,Earnings Result,Actual,Estimate,Growth,Low Estimate,Low Growth Est,High Estimate,High Growth Est,Consensus Estimate,Actual/Estimate,A/E Growth,Consensus Growth Est
Year ending 1/2020,Positive Surprise,-0.42,,,,,,,-0.53,-0.42,,
Year ending 1/2021,Positive Surprise,0.27,,-1.6428571428571428,,,,,0.22,0.27,-1.6428571428571428,
Year ending 1/2022,Positive Surprise,0.67,,1.4814814814814814,,,,,0.58,0.67,1.4814814814814814,
Year ending 1/2023,Neutral,,1.32,0.0,1.28,,1.46,,1.32,1.32,0.9701492537313432,
Year ending 1/2024,Neutral,,1.87,0.0,1.59,0.2421875,2.28,0.5616438356164382,1.87,1.87,0.41666666666666674,0.4019156678082191
