,GCI
Next Earnings Announcement,2023-02-23 00:00:00
Growth Analysts,1.0
Growth 1yr Low Est,
Growth 1yr High Est,
Growth 1yr Consensus Est,
Growth 2yr Low Est,2.1538461538461537
Growth 2yr High Est,-1.3076923076923077
Growth 2yr Consensus Est,0.423076923076923
Growth 5yr Low Est,2.1538461538461537
Growth 5yr High Est,-1.3076923076923077
Growth 5yr Consensus Est,0.423076923076923
Growth 5yr Actual/Est,-5.265677746646291
Growth 3yr Historic,-5.1635623620309055
