,Earnings Result,Actual,Estimate,Growth,Low Estimate,Low Growth Est,High Estimate,High Growth Est,Consensus Estimate,Actual/Estimate,A/E Growth,Consensus Growth Est
Year ending 3/2020,Neutral,-0.59,,,-0.66,,-0.6,,-0.63,-0.59,,
Year ending 3/2021,Neutral,-0.13,,-0.7796610169491525,-0.14,-0.7878787878787878,-0.13,-0.7833333333333333,-0.135,-0.13,-0.7796610169491525,-0.7856060606060606
Year ending 3/2022,Neutral,0.08,,-1.6153846153846154,0.02,-1.1428571428571428,0.06,-1.4615384615384615,0.04,0.08,-1.6153846153846154,-1.302197802197802
Year ending 3/2023,Neutral,,0.22,0.0,0.18,8.0,0.29,3.833333333333333,0.22,0.22,1.75,5.916666666666666
Year ending 3/2024,Neutral,,0.37,0.0,0.23,0.2777777777777779,0.57,0.9655172413793103,0.37,0.37,0.6818181818181819,0.6216475095785441
