,Earnings Result,Actual,Estimate,Growth,Low Estimate,Low Growth Est,High Estimate,High Growth Est,Consensus Estimate,Actual/Estimate,A/E Growth,Consensus Growth Est
Year ending 12/2019,Neutral,1.85,,,1.73,,1.81,,1.77,1.85,,
Year ending 12/2020,Positive Surprise,1.35,,-0.2702702702702703,,0.0,,0.0,1.28,1.35,-0.2702702702702703,0.0
Year ending 12/2021,Positive Surprise,1.93,,0.4296296296296296,,0.0,,0.0,1.76,1.93,0.4296296296296296,0.0
Year ending 12/2022,Neutral,,2.76,0.0,2.47,0.4277456647398845,2.85,0.5745856353591161,2.76,2.76,0.43005181347150256,0.5011656500495003
Year ending 12/2023,Neutral,,2.12,0.0,1.9,-0.23076923076923084,2.29,-0.1964912280701755,2.12,2.12,-0.2318840579710144,-0.21363022941970317
