,BOX
Next Earnings Announcement,2022-11-30 00:00:00
Growth Analysts,12.0
Growth 1yr Low Est,0.33734939759036164
Growth 1yr High Est,0.35632183908045967
Growth 1yr Consensus Est,0.34683561833541066
Growth 2yr Low Est,0.2452512753717574
Growth 2yr High Est,0.3391778686927722
Growth 2yr Consensus Est,0.2922145720322648
Growth 5yr Low Est,inf
Growth 5yr High Est,21.669588934346386
Growth 5yr Consensus Est,inf
Growth 5yr Actual/Est,5.788183534283278
Growth 3yr Historic,5.636904761904762
