,Earnings Result,Actual,Estimate,Growth,Low Estimate,Low Growth Est,High Estimate,High Growth Est,Consensus Estimate,Actual/Estimate,A/E Growth,Consensus Growth Est
Year ending 12/2019,Neutral,12.35,,,12.24,,12.38,,12.31,12.35,,
Year ending 12/2020,Neutral,19.55,,0.5829959514170042,18.26,0.49183006535947715,19.91,0.6082390953150241,19.085,19.55,0.5829959514170042,0.5500345803372506
Year ending 12/2021,Positive Surprise,25.13,,0.2854219948849104,,0.0,,0.0,23.78,25.13,0.2854219948849104,0.0
Year ending 12/2022,Neutral,,23.03,0.0,22.74,0.24534501642935358,23.14,0.162230035158212,23.03,23.03,-0.08356545961002781,0.2037875257937828
Year ending 12/2023,Neutral,,23.22,0.0,21.91,-0.036499560246262,24.85,0.07389801210025926,23.22,23.22,0.008250108554059832,0.01869922592699863
