,COUP
Next Earnings Announcement,2022-12-12 00:00:00
Growth Analysts,21.0
Growth 1yr Low Est,
Growth 1yr High Est,
Growth 1yr Consensus Est,
Growth 2yr Low Est,-0.17948717948717952
Growth 2yr High Est,0.6065573770491803
Growth 2yr Consensus Est,0.2135350987810004
Growth 5yr Low Est,-0.17948717948717952
Growth 5yr High Est,0.6065573770491803
Growth 5yr Consensus Est,0.2135350987810004
Growth 5yr Actual/Est,0.1528847658365731
Growth 3yr Historic,0.1396728271728272
