,Earnings Result,Actual,Estimate,Growth,Low Estimate,Low Growth Est,High Estimate,High Growth Est,Consensus Estimate,Actual/Estimate,A/E Growth,Consensus Growth Est
Year ending 12/2019,Neutral,2.75,,,2.66,,3.05,,2.855,2.75,,
Year ending 12/2020,Neutral,1.87,,-0.31999999999999995,1.63,-0.387218045112782,1.91,-0.3737704918032787,1.77,1.87,-0.31999999999999995,-0.38049426845803036
Year ending 12/2021,Neutral,3.57,,0.909090909090909,3.32,1.0368098159509205,3.56,0.8638743455497384,3.44,3.57,0.909090909090909,0.9503420807503294
Year ending 12/2022,Neutral,,3.2,0.0,3.11,-0.06325301204819278,3.3,-0.0730337078651686,3.2,3.2,-0.10364145658263302,-0.0681433599566807
Year ending 12/2023,Neutral,,3.72,0.0,2.85,-0.08360128617363338,4.2,0.27272727272727293,3.72,3.72,0.1625000000000001,0.09456299327681977
