,Earnings Result,Actual,Estimate,Growth,Low Estimate,Low Growth Est,High Estimate,High Growth Est,Consensus Estimate,Actual/Estimate,A/E Growth,Consensus Growth Est
Year ending 12/2019,Positive Surprise,0.77,,,,,,,0.72,0.77,,
Year ending 12/2020,Negative Surprise,-0.12,,-1.155844155844156,,,,,-0.1,-0.12,-1.155844155844156,
Year ending 12/2021,Neutral,0.5,,-5.166666666666667,0.5,,0.55,,0.525,0.5,-5.166666666666667,
Year ending 12/2022,Neutral,,0.5,0.0,0.48,-0.040000000000000036,0.52,-0.054545454545454564,0.5,0.5,0.0,-0.0472727272727273
Year ending 12/2023,Neutral,,0.66,0.0,0.61,0.27083333333333326,0.74,0.4230769230769229,0.66,0.66,0.32000000000000006,0.3469551282051281
