,Earnings Result,Actual,Estimate,Growth,Low Estimate,Low Growth Est,High Estimate,High Growth Est,Consensus Estimate,Actual/Estimate,A/E Growth,Consensus Growth Est
Year ending 12/2019,Neutral,4.16,,,4.06,,4.37,,4.215,4.16,,
Year ending 12/2020,Positive Surprise,3.02,,-0.27403846153846156,,0.0,,0.0,2.39,3.02,-0.27403846153846156,0.0
Year ending 12/2021,Neutral,6.79,,1.2483443708609272,6.68,0.645320197044335,7.11,0.6270022883295194,6.895,6.79,1.2483443708609272,0.6361612426869272
Year ending 12/2022,Neutral,,5.65,0.0,5.4,-0.19161676646706582,5.96,-0.16174402250351627,5.65,5.65,-0.16789396170839466,-0.17668039448529105
Year ending 12/2023,Neutral,,6.71,0.0,5.1,-0.05555555555555569,7.37,0.2365771812080537,6.71,6.71,0.18761061946902657,0.09051081282624901
