,Earnings Result,Actual,Estimate,Growth,Low Estimate,Low Growth Est,High Estimate,High Growth Est,Consensus Estimate,Actual/Estimate,A/E Growth,Consensus Growth Est
Year ending 12/2020,Negative Surprise,-2.62,,,,,,,-0.95,-2.62,,
Year ending 12/2021,Negative Surprise,-1.1,,-0.5801526717557252,,,,,-1.01,-1.1,-0.5801526717557252,
Year ending 12/2022,Neutral,,-2.35,0.0,-2.77,,-2.0,,-2.35,-2.35,1.1363636363636362,
Year ending 12/2023,Neutral,,-1.48,0.0,-2.52,-0.09025270758122739,-0.71,-0.645,-1.48,-1.48,-0.3702127659574468,-0.3676263537906137
