,Earnings Result,Actual,Estimate,Growth,Low Estimate,Low Growth Est,High Estimate,High Growth Est,Consensus Estimate,Actual/Estimate,A/E Growth,Consensus Growth Est
Year ending 12/2019,Neutral,6.58,,,6.25,,6.34,,6.295,6.58,,
Year ending 12/2020,Positive Surprise,6.7,,0.01823708206686936,,0.0,,0.0,6.26,6.7,0.01823708206686936,0.0
Year ending 12/2021,Neutral,7.37,,0.10000000000000009,7.0,0.1200000000000001,7.41,0.16876971608832814,7.205,7.37,0.10000000000000009,0.14438485804416412
Year ending 12/2022,Neutral,,7.7,0.0,7.57,0.0814285714285714,7.99,0.07827260458839413,7.7,7.7,0.04477611940298498,0.07985058800848277
Year ending 12/2023,Neutral,,8.4,0.0,7.93,0.04755614266842789,8.74,0.09386733416770965,8.4,8.4,0.09090909090909083,0.07071173841806877
