,Earnings Result,Actual,Estimate,Growth,Low Estimate,Low Growth Est,High Estimate,High Growth Est,Consensus Estimate,Actual/Estimate,A/E Growth,Consensus Growth Est
Year ending 9/2020,Positive Surprise,0.48,,,,,,,0.43,0.48,,
Year ending 9/2021,Positive Surprise,0.54,,0.12500000000000022,,,,,0.47,0.54,0.12500000000000022,
Year ending 9/2022,Neutral,0.72,,0.33333333333333326,0.7,,0.72,,0.71,0.72,0.33333333333333326,
Year ending 9/2023,Neutral,,0.93,0.0,0.9,0.2857142857142858,0.95,0.3194444444444444,0.93,0.93,0.29166666666666674,0.3025793650793651
Year ending 9/2024,Neutral,,1.06,0.0,0.96,0.06666666666666665,1.17,0.2315789473684211,1.06,1.06,0.13978494623655924,0.14912280701754388
