,CLNE
Next Earnings Announcement,2023-02-23 00:00:00
Growth Analysts,8.0
Growth 1yr Low Est,-0.6666666666666667
Growth 1yr High Est,-0.16666666666666663
Growth 1yr Consensus Est,-0.4166666666666667
Growth 2yr Low Est,1.5
Growth 2yr High Est,0.8166666666666669
Growth 2yr Consensus Est,1.1583333333333334
Growth 5yr Low Est,2.590909090909091
Growth 5yr High Est,-0.6416666666666667
Growth 5yr Consensus Est,0.9746212121212121
Growth 5yr Actual/Est,-0.8875
Growth 3yr Historic,-0.825
