,Earnings Result,Actual,Estimate,Growth,Low Estimate,Low Growth Est,High Estimate,High Growth Est,Consensus Estimate,Actual/Estimate,A/E Growth,Consensus Growth Est
Year ending 12/2019,Positive Surprise,-0.64,,,,,,,-1.63,-0.64,,
Year ending 12/2020,Negative Surprise,-5.61,,7.765625,,,,,-2.89,-5.61,7.765625,
Year ending 12/2021,Negative Surprise,-3.48,,-0.3796791443850268,,,,,-3.09,-3.48,-0.3796791443850268,
Year ending 12/2022,Neutral,,-3.62,0.0,-3.9,,-3.06,,-3.62,-3.62,0.04022988505747138,
Year ending 12/2023,Neutral,,-2.64,0.0,-3.69,-0.05384615384615388,-1.82,-0.40522875816993464,-2.64,-2.64,-0.27071823204419887,-0.22953745600804426
