,MASS
Next Earnings Announcement,2023-03-07 00:00:00
Growth Analysts,3.0
Growth 1yr Low Est,
Growth 1yr High Est,
Growth 1yr Consensus Est,
Growth 2yr Low Est,0.1351351351351351
Growth 2yr High Est,-0.03296703296703296
Growth 2yr Consensus Est,0.05108405108405106
Growth 5yr Low Est,0.1351351351351351
Growth 5yr High Est,-0.03296703296703296
Growth 5yr Consensus Est,0.05108405108405106
Growth 5yr Actual/Est,-0.10462233910531626
Growth 3yr Historic,-0.22127659574468087
