,Earnings Result,Actual,Estimate,Growth,Low Estimate,Low Growth Est,High Estimate,High Growth Est,Consensus Estimate,Actual/Estimate,A/E Growth,Consensus Growth Est
Year ending 12/2019,Neutral,0.8,,,0.73,,0.83,,0.78,0.8,,
Year ending 12/2020,Positive Surprise,0.84,,0.04999999999999982,,0.0,,0.0,0.75,0.84,0.04999999999999982,0.0
Year ending 12/2021,Neutral,1.71,,1.0357142857142856,1.02,0.3972602739726028,2.26,1.72289156626506,1.64,1.71,1.0357142857142856,1.0600759201188312
Year ending 12/2022,Neutral,,1.06,0.0,0.86,-0.1568627450980392,1.35,-0.40265486725663713,1.06,1.06,-0.3801169590643274,-0.27975880617733817
Year ending 12/2023,Neutral,,1.67,0.0,0.6,-0.3023255813953488,2.53,0.8740740740740738,1.67,1.67,0.5754716981132073,0.2858742463393625
