,Earnings Result,Actual,Estimate,Growth,Low Estimate,Low Growth Est,High Estimate,High Growth Est,Consensus Estimate,Actual/Estimate,A/E Growth,Consensus Growth Est
Year ending 12/2020,Negative Surprise,1.46,,,,,,,1.59,1.46,,
Year ending 12/2021,Positive Surprise,0.03,,-0.9794520547945206,,,,,-0.03,0.03,-0.9794520547945206,
Year ending 12/2022,Neutral,,-0.41,0.0,-0.42,,-0.4,,-0.41,-0.41,-14.666666666666666,
Year ending 12/2023,Neutral,,-0.15,0.0,-0.19,-0.5476190476190477,-0.12,-0.7,-0.15,-0.15,-0.6341463414634146,-0.6238095238095238
