,RICK
Next Earnings Announcement,2022-12-14 00:00:00
Growth Analysts,1.0
Growth 1yr Low Est,0.0
Growth 1yr High Est,0.0
Growth 1yr Consensus Est,0.0
Growth 2yr Low Est,0.6438356164383561
Growth 2yr High Est,0.6941964285714284
Growth 2yr Consensus Est,0.6690160225048922
Growth 5yr Low Est,0.42922374429223736
Growth 5yr High Est,0.4627976190476189
Growth 5yr Consensus Est,0.44601068166992813
Growth 5yr Actual/Est,2.8320328409373197
Growth 3yr Historic,-0.23986258389928117
