,Earnings Result,Actual,Estimate,Growth,Low Estimate,Low Growth Est,High Estimate,High Growth Est,Consensus Estimate,Actual/Estimate,A/E Growth,Consensus Growth Est
Year ending 12/2019,Positive Surprise,5.97,,,,,,,5.64,5.97,,
Year ending 12/2020,Negative Surprise,0.75,,-0.8743718592964824,,,,,0.97,0.75,-0.8743718592964824,
Year ending 12/2021,Negative Surprise,3.07,,3.093333333333333,,,,,3.28,3.07,3.093333333333333,
Year ending 12/2022,Neutral,,4.15,0.0,4.05,,4.37,,4.15,4.15,0.35179153094462556,
Year ending 12/2023,Neutral,,5.1,0.0,4.85,0.19753086419753085,5.51,0.26086956521739113,5.1,5.1,0.22891566265060215,0.229200214707461
