,ITRI
Next Earnings Announcement,2023-02-27 00:00:00
Growth Analysts,10.0
Growth 1yr Low Est,
Growth 1yr High Est,
Growth 1yr Consensus Est,
Growth 2yr Low Est,0.9777777777777779
Growth 2yr High Est,2.859649122807018
Growth 2yr Consensus Est,1.918713450292398
Growth 5yr Low Est,0.9777777777777779
Growth 5yr High Est,2.859649122807018
Growth 5yr Consensus Est,1.918713450292398
Growth 5yr Actual/Est,0.2322222868307206
Growth 3yr Historic,-0.12420628459785085
