,Earnings Result,Actual,Estimate,Growth,Low Estimate,Low Growth Est,High Estimate,High Growth Est,Consensus Estimate,Actual/Estimate,A/E Growth,Consensus Growth Est
Year ending 12/2019,Negative Surprise,0.29,,,,,,,0.41,0.29,,
Year ending 12/2020,Neutral,0.0,,-1.0,-0.04,,-0.04,,-0.04,0.0,-1.0,
Year ending 12/2021,Negative Surprise,0.52,,inf,,0.0,,0.0,0.58,0.52,inf,0.0
Year ending 12/2022,Neutral,,1.19,0.0,1.12,-29.000000000000004,1.26,-32.5,1.19,1.19,1.2884615384615383,-30.75
Year ending 12/2023,Neutral,,0.72,0.0,0.7,-0.3750000000000001,0.73,-0.4206349206349207,0.72,0.72,-0.39495798319327735,-0.3978174603174604
