,Earnings Result,Actual,Estimate,Growth,Low Estimate,Low Growth Est,High Estimate,High Growth Est,Consensus Estimate,Actual/Estimate,A/E Growth,Consensus Growth Est
Year ending 12/2021,Negative Surprise,-2.96,,,,,,,-1.4,-2.96,,
Year ending 12/2022,Neutral,,-0.95,0.0,-0.99,,-0.9,,-0.95,-0.95,-0.6790540540540541,
Year ending 12/2023,Neutral,,0.23,0.0,0.14,-1.1414141414141414,0.29,-1.3222222222222222,0.23,0.23,-1.2421052631578948,-1.231818181818182
