,HAFC
Next Earnings Announcement,2023-01-24 00:00:00
Growth Analysts,6.0
Growth 1yr Low Est,
Growth 1yr High Est,
Growth 1yr Consensus Est,
Growth 2yr Low Est,-0.060509554140127375
Growth 2yr High Est,0.0060975609756097615
Growth 2yr Consensus Est,-0.027205996582258807
Growth 5yr Low Est,-0.060509554140127375
Growth 5yr High Est,0.0060975609756097615
Growth 5yr Consensus Est,-0.027205996582258807
Growth 5yr Actual/Est,0.4002935032654744
Growth 3yr Historic,0.4088050314465409
