,Earnings Result,Actual,Estimate,Growth,Low Estimate,Low Growth Est,High Estimate,High Growth Est,Consensus Estimate,Actual/Estimate,A/E Growth,Consensus Growth Est
Year ending 12/2019,Neutral,3.88,,,3.85,,3.9,,3.875,3.88,,
Year ending 12/2020,Neutral,5.04,,0.2989690721649485,4.88,0.2675324675324675,5.05,0.29487179487179493,4.965,5.04,0.2989690721649485,0.2812021312021312
Year ending 12/2021,Neutral,7.45,,0.47817460317460325,7.18,0.471311475409836,7.33,0.45148514851485144,7.255,7.45,0.47817460317460325,0.4613983119623437
Year ending 12/2022,Neutral,,12.38,0.0,12.35,0.7200557103064067,12.53,0.7094133697135061,12.38,12.38,0.6617449664429531,0.7147345400099564
Year ending 12/2023,Neutral,,12.95,0.0,11.25,-0.08906882591093113,13.5,0.07741420590582604,12.95,12.95,0.04604200323101759,-0.005827310002552544
