,Earnings Result,Actual,Estimate,Growth,Low Estimate,Low Growth Est,High Estimate,High Growth Est,Consensus Estimate,Actual/Estimate,A/E Growth,Consensus Growth Est
Year ending 3/2020,Neutral,1.67,,,1.58,,1.83,,1.705,1.67,,
Year ending 3/2021,Positive Surprise,2.01,,0.2035928143712573,,0.0,,0.0,1.65,2.01,0.2035928143712573,0.0
Year ending 3/2022,Neutral,6.33,,2.149253731343284,6.0,2.7974683544303796,6.32,2.453551912568306,6.16,6.33,2.149253731343284,2.6255101334993425
Year ending 3/2023,Neutral,,5.71,0.0,4.85,-0.19166666666666676,5.9,-0.06645569620253167,5.71,5.71,-0.09794628751974721,-0.12906118143459921
Year ending 3/2024,Neutral,,6.06,0.0,4.8,-0.010309278350515427,6.91,0.17118644067796596,6.06,6.06,0.06129597197898429,0.08043858116372526
