,Earnings Result,Actual,Estimate,Growth,Low Estimate,Low Growth Est,High Estimate,High Growth Est,Consensus Estimate,Actual/Estimate,A/E Growth,Consensus Growth Est
Year ending 5/2020,Positive Surprise,9.5,,,,,,,8.6,9.5,,
Year ending 5/2021,Neutral,18.17,,0.9126315789473687,16.44,,18.52,,17.48,18.17,0.9126315789473687,
Year ending 5/2022,Neutral,20.61,,0.13428728673637846,18.47,0.12347931873479312,21.25,0.14740820734341264,19.86,20.61,0.13428728673637846,0.13544376303910288
Year ending 5/2023,Neutral,,14.41,0.0,12.7,-0.31239848402815373,16.92,-0.20376470588235285,14.41,14.41,-0.3008248423095584,-0.2580815949552533
Year ending 5/2024,Neutral,,18.06,0.0,12.6,-0.007874015748031482,22.55,0.33274231678487,18.06,18.06,0.25329632199861196,0.16243415051841925
