,Earnings Result,Actual,Estimate,Growth,Low Estimate,Low Growth Est,High Estimate,High Growth Est,Consensus Estimate,Actual/Estimate,A/E Growth,Consensus Growth Est
Year ending 12/2019,Positive Surprise,1.34,,,,,,,1.25,1.34,,
Year ending 12/2020,Positive Surprise,1.78,,0.3283582089552237,,,,,1.67,1.78,0.3283582089552237,
Year ending 12/2021,Neutral,2.74,,0.5393258426966294,2.6,,2.68,,2.64,2.74,0.5393258426966294,
Year ending 12/2022,Neutral,,6.45,0.0,6.4,1.4615384615384617,6.5,1.4253731343283582,6.45,6.45,1.3540145985401457,1.44345579793341
Year ending 12/2023,Neutral,,5.75,0.0,5.5,-0.140625,6.0,-0.07692307692307687,5.75,5.75,-0.10852713178294571,-0.10877403846153844
