,Earnings Result,Actual,Estimate,Growth,Low Estimate,Low Growth Est,High Estimate,High Growth Est,Consensus Estimate,Actual/Estimate,A/E Growth,Consensus Growth Est
Year ending 12/2019,Neutral,0.96,,,0.84,,0.97,,0.905,0.96,,
Year ending 12/2020,Positive Surprise,5.76,,5.0,,0.0,,0.0,5.39,5.76,5.0,0.0
Year ending 12/2021,Positive Surprise,4.57,,-0.2065972222222221,,0.0,,0.0,4.19,4.57,-0.2065972222222221,0.0
Year ending 12/2022,Neutral,,3.27,0.0,3.21,2.8214285714285716,3.34,2.4432989690721647,3.27,3.27,-0.2844638949671773,2.632363770250368
Year ending 12/2023,Neutral,,3.02,0.0,2.65,-0.17445482866043616,3.3,-0.0119760479041916,3.02,3.02,-0.07645259938837923,-0.09321543828231388
