,Earnings Result,Actual,Estimate,Growth,Low Estimate,Low Growth Est,High Estimate,High Growth Est,Consensus Estimate,Actual/Estimate,A/E Growth,Consensus Growth Est
Year ending 12/2019,Positive Surprise,0.39,,,,,,,0.34,0.39,,
Year ending 12/2020,Neutral,0.37,,-0.05128205128205132,1.03,,1.11,,1.07,0.37,-0.05128205128205132,
Year ending 12/2021,Positive Surprise,0.65,,0.7567567567567568,,0.0,,0.0,0.58,0.65,0.7567567567567568,0.0
Year ending 12/2022,Neutral,,0.79,0.0,0.71,-0.3106796116504855,0.92,-0.1711711711711712,0.79,0.79,0.2153846153846155,-0.24092539141082836
Year ending 12/2023,Neutral,,0.62,0.0,0.39,-0.45070422535211263,1.15,0.24999999999999978,0.62,0.62,-0.21518987341772156,-0.10035211267605643
