,Earnings Result,Actual,Estimate,Growth,Low Estimate,Low Growth Est,High Estimate,High Growth Est,Consensus Estimate,Actual/Estimate,A/E Growth,Consensus Growth Est
Year ending 12/2020,Positive Surprise,0.21,,,,,,,-0.58,0.21,,
Year ending 12/2021,Negative Surprise,0.58,,1.7619047619047619,,,,,0.64,0.58,1.7619047619047619,
Year ending 12/2022,Neutral,,2.72,0.0,2.66,,2.79,,2.72,2.72,3.6896551724137936,
Year ending 12/2023,Neutral,,2.7,0.0,2.21,-0.16917293233082709,3.1,0.11111111111111116,2.7,2.7,-0.007352941176470562,-0.029030910609857963
