,Earnings Result,Actual,Estimate,Growth,Low Estimate,Low Growth Est,High Estimate,High Growth Est,Consensus Estimate,Actual/Estimate,A/E Growth,Consensus Growth Est
Year ending 12/2021,Positive Surprise,0.19,,,,,,,-0.05,0.19,,
Year ending 12/2022,Neutral,,-0.09,0.0,-0.12,,-0.08,,-0.09,-0.09,-1.4736842105263157,
Year ending 12/2023,Neutral,,0.06,0.0,0.0,-1.0,0.17,-3.125,0.06,0.06,-1.6666666666666665,-2.0625
