,MAX
Next Earnings Announcement,2023-02-23 00:00:00
Growth Analysts,6.0
Growth 1yr Low Est,8.799999999999999
Growth 1yr High Est,9.0
Growth 1yr Consensus Est,8.899999999999999
Growth 2yr Low Est,4.36938775510204
Growth 2yr High Est,4.15625
Growth 2yr Consensus Est,4.26281887755102
Growth 5yr Low Est,4.36938775510204
Growth 5yr High Est,4.15625
Growth 5yr Consensus Est,4.26281887755102
Growth 5yr Actual/Est,2.8154253154253155
Growth 3yr Historic,-0.11904761904761907
