,Earnings Result,Actual,Estimate,Growth,Low Estimate,Low Growth Est,High Estimate,High Growth Est,Consensus Estimate,Actual/Estimate,A/E Growth,Consensus Growth Est
Year ending 12/2019,Negative Surprise,-0.95,,,,,,,-0.83,-0.95,,
Year ending 12/2020,Positive Surprise,0.07,,-1.0736842105263158,,,,,-1.81,0.07,-1.0736842105263158,
Year ending 12/2021,Positive Surprise,47.15,,672.5714285714284,,,,,42.87,47.15,672.5714285714284,
Year ending 12/2022,Neutral,,37.75,0.0,34.74,,40.1,,37.75,37.75,-0.19936373276776242,
Year ending 12/2023,Neutral,,17.6,0.0,11.08,-0.6810592976396086,23.14,-0.4229426433915212,17.6,17.6,-0.5337748344370861,-0.5520009705155648
