,Earnings Result,Actual,Estimate,Growth,Low Estimate,Low Growth Est,High Estimate,High Growth Est,Consensus Estimate,Actual/Estimate,A/E Growth,Consensus Growth Est
Year ending 9/2020,Neutral,4.72,,,4.6,,4.73,,4.665,4.72,,
Year ending 9/2021,Neutral,5.12,,0.0847457627118644,5.05,0.09782608695652173,5.14,0.08668076109936562,5.095,5.12,0.0847457627118644,0.09225342402794368
Year ending 9/2022,Neutral,5.6,,0.09375,5.52,0.09306930693069293,5.59,0.08754863813229585,5.555,5.6,0.09375,0.09030897253149439
Year ending 9/2023,Neutral,,5.98,0.0,5.94,0.07608695652173925,6.02,0.07692307692307687,5.98,5.98,0.06785714285714306,0.07650501672240806
Year ending 9/2024,Neutral,,6.43,0.0,6.35,0.06902356902356899,6.6,0.09634551495016619,6.43,6.43,0.07525083612040118,0.08268454198686759
