,Earnings Result,Actual,Estimate,Growth,Low Estimate,Low Growth Est,High Estimate,High Growth Est,Consensus Estimate,Actual/Estimate,A/E Growth,Consensus Growth Est
Year ending 12/2019,Neutral,3.99,,,3.95,,3.98,,3.965,3.99,,
Year ending 12/2020,Negative Surprise,3.42,,-0.1428571428571429,,0.0,,0.0,3.62,3.42,-0.1428571428571429,0.0
Year ending 12/2021,Neutral,4.12,,0.20467836257309946,4.04,0.022784810126582178,4.1,0.03015075376884413,4.07,4.12,0.20467836257309946,0.026467781947713154
Year ending 12/2022,Neutral,,4.44,0.0,4.15,0.027227722772277252,4.54,0.1073170731707318,4.44,4.44,0.07766990291262132,0.06727239797150453
Year ending 12/2023,Neutral,,4.72,0.0,4.49,0.08192771084337336,4.89,0.07709251101321568,4.72,4.72,0.06306306306306286,0.07951011092829452
