,Earnings Result,Actual,Estimate,Growth,Low Estimate,Low Growth Est,High Estimate,High Growth Est,Consensus Estimate,Actual/Estimate,A/E Growth,Consensus Growth Est
Year ending 1/2020,Neutral,1.52,,,1.47,,1.49,,1.48,1.52,,
Year ending 1/2021,Neutral,1.75,,0.1513157894736843,1.71,0.16326530612244894,1.74,0.16778523489932895,1.725,1.75,0.1513157894736843,0.16552527051088894
Year ending 1/2022,Neutral,2.61,,0.4914285714285713,2.58,0.5087719298245614,2.62,0.5057471264367817,2.6,2.61,0.4914285714285713,0.5072595281306715
Year ending 1/2023,Neutral,,2.84,0.0,2.64,0.023255813953488413,2.91,0.11068702290076327,2.84,2.84,0.08812260536398475,0.06697141842712584
Year ending 1/2024,Neutral,,2.72,0.0,1.6,-0.3939393939393939,3.1,0.06529209621993126,2.72,2.72,-0.042253521126760396,-0.16432364885973133
