,CMP
Next Earnings Announcement,2022-11-29 00:00:00
Growth Analysts,3.0
Growth 1yr Low Est,
Growth 1yr High Est,
Growth 1yr Consensus Est,
Growth 2yr Low Est,11.777777777777777
Growth 2yr High Est,2.2758620689655173
Growth 2yr Consensus Est,7.026819923371647
Growth 5yr Low Est,11.777777777777777
Growth 5yr High Est,2.2758620689655173
Growth 5yr Consensus Est,7.026819923371647
Growth 5yr Actual/Est,0.6646029276447492
Growth 3yr Historic,-0.2167530045586407
